provinceId;provinceName;add_core;owner;controller;discovered_by;capital;base_tax;base_production;base_manpower;religion;culture;trade_goods;hre;native_size;native_ferocity;native_hostileness;is_city
307;Wetteraukreis;XHE;XHE;XHE;western;Friedberg (Hessen);3;3;3;protestant;culture_north_german;grain;no;30;5;3;yes
281;Wiesbaden;XHE;XHE;XHE;western;Wiesbaden;3;3;3;protestant;culture_north_german;grain;no;30;5;3;yes
137;Wuppertal;XNW;XNW;XNW;western;Wuppertal;3;3;3;catholic;culture_north_german;wine;no;30;5;3;yes
244;Zwickau;XSN;XSN;XSN;western;Zwickau;3;3;3;protestant;culture_north_german;gems;no;30;5;3;yes
253;AlbDonauKreis;XBW;XBW;XBW;western;Ulm;2;2;2;protestant;culture_north_german;wine;no;30;5;3;yes
421;AnhaltBitterfeld;XST;XST;XST;western;Kothen;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
318;Ansbach;XBY;XBY;XBY;western;Ansbach;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
356;Aschaffenburg;XBY;XBY;XBY;western;Aschaffenburg;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
327;Aurich;XNI;XNI;XNI;western;Aurich;2;2;2;protestant;culture_north_german;fish;no;30;5;3;yes
506;BadKreuznach;XRP;XRP;XRP;western;Bad Kreuznach;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
447;Barnim;XBB;XBB;XBB;western;Eberswalde;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
254;Biberach;XBW;XBW;XBW;western;Biberach an der Riﬂ;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
257;Bodenseekreis;XBW;XBW;XBW;western;Friedrichshafen;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
422;Borde;XST;XST;XST;western;Haldensleben;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
423;Burgenlandkreis;XST;XST;XST;western;Naumburg (Saale);2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
165;Calw;XBW;XBW;XBW;western;Calw;2;2;2;protestant;culture_north_german;wine;no;30;5;3;yes
283;Celle;XNI;XNI;XNI;western;Celle;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
234;Chemnitz;XSN;XSN;XSN;western;Chemnitz;2;2;2;protestant;culture_north_german;gems;no;30;5;3;yes
328;Cloppenburg;XNI;XNI;XNI;western;Cloppenburg;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
349;Coesfeld;XNW;XNW;XNW;western;Coesfeld;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
284;Cuxhaven;XNI;XNI;XNI;western;Cuxhaven;2;2;2;protestant;culture_north_german;fish;no;30;5;3;yes
497;Dachau;XBY;XBY;XBY;western;Dachau;2;2;2;catholic;culture_north_german;grain;no;30;5;3;yes
448;DahmeSpreewald;XBB;XBB;XBB;western;Lubben (Spreewald);2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
235;Diepholz;XNI;XNI;XNI;western;Diepholz;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
195;Emmendingen;XBW;XBW;XBW;western;Emmendingen;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
166;Enzkreis;XBW;XBW;XBW;western;Pforzheim;2;2;2;protestant;culture_north_german;wine;no;30;5;3;yes
396;Erfurt;XTH;XTH;XTH;western;Erfurt;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
261;Euskirchen;XNW;XNW;XNW;western;Euskirchen;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
193;FreiburgimBreisgau;XBW;XBW;XBW;western;Freiburg im Breisgau;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
501;Freising;XBY;XBY;XBY;western;Freising;2;2;2;catholic;culture_north_german;grain;no;30;5;3;yes
366;Fulda;XHE;XHE;XHE;western;Fulda;2;2;2;catholic;culture_north_german;grain;no;30;5;3;yes
503;Furstenfeldbruck;XBY;XBY;XBY;western;Furstenfeldbruck;2;2;2;catholic;culture_north_german;grain;no;30;5;3;yes
186;Gifhorn;XNI;XNI;XNI;western;Gifhorn;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
298;Gorlitz;XSN;XSN;XSN;western;Gorlitz;2;2;2;protestant;culture_saxonian;gems;no;30;5;3;yes
444;Hagen;XNW;XNW;XNW;western;Hagen;2;2;2;protestant;culture_north_german;iron;no;30;5;3;yes
394;HalleSaale;XST;XST;XST;western;Halle (Saale);2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
236;HamelnPyrmont;XNI;XNI;XNI;western;Hameln;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
445;Hamm;XNW;XNW;XNW;western;Hamm;2;2;2;protestant;culture_north_german;iron;no;30;5;3;yes
424;Harz;XST;XST;XST;western;Halberstadt;2;2;2;protestant;culture_north_german;iron;no;30;5;3;yes
450;Havelland;XBB;XBB;XBB;western;Rathenow;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
446;Herne;XNW;XNW;XNW;western;Herne;2;2;2;protestant;culture_north_german;iron;no;30;5;3;yes
143;HerzogtumLauenburg;XSL;XSL;XSL;western;Ratzeburg;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
299;Hochtaunuskreis;XHE;XHE;XHE;western;Bad Homburg vor der Hohe;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
365;StadtKassel;XHE;XHE;XHE;western;Kassel;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
368;Kassel;XHE;XHE;XHE;western;Kassel;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
525;Kiel;XSL;XSL;XSL;western;Kiel;2;2;2;protestant;culture_north_german;fish;no;30;5;3;yes
531;Krefeld;XNW;XNW;XNW;western;Krefeld;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
176;Landshut;XBY;XBY;XBY;western;Landshut;2;2;2;catholic;culture_north_german;grain;no;30;5;3;yes
332;Leer;XNI;XNI;XNI;western;Leer (Ostfriesland);2;2;2;protestant;culture_north_german;fish;no;30;5;3;yes
247;Leverkusen;XNW;XNW;XNW;western;Leverkusen;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
339;LimburgWeilburg;XHE;XHE;XHE;western;Limburg an der Lahn;2;2;2;catholic;culture_north_german;grain;no;30;5;3;yes
203;Lorrach;XBW;XBW;XBW;western;Lorrach;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
526;Lubeck;XSL;XSL;XSL;western;Lubeck;2;2;2;protestant;culture_north_german;fish;no;30;5;3;yes
207;LudwigshafenamRhein;XRP;XRP;XRP;western;Ludwigshafen am Rhein;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
438;LudwigslustParchim;XMV;XMV;XMV;western;Parchim;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
287;Luneburg;XNI;XNI;XNI;western;Luneburg;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
395;Magdeburg;XST;XST;XST;western;Magdeburg;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
303;MainTaunusKreis;XHE;XHE;XHE;western;Hofheim am Taunus;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
209;Mainz;XRP;XRP;XRP;western;Mainz;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
232;MainzBingen;XRP;XRP;XRP;western;Ingelheim am Rhein;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
451;MarkischOderland;XBB;XBB;XBB;western;Seelow;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
513;MayenKoblenz;XRP;XRP;XRP;western;Koblenz;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
300;Meissen;XSN;XSN;XSN;western;Meiﬂen;2;2;2;protestant;culture_north_german;gems;no;30;5;3;yes
533;MulheimanderRuhr;XNW;XNW;XNW;western;Mulheim an der Ruhr;2;2;2;protestant;culture_north_german;iron;no;30;5;3;yes
380;NeuUlm;XBY;XBY;XBY;western;Neu-Ulm;2;2;2;catholic;culture_north_german;grain;no;30;5;3;yes
515;Neuwied;XRP;XRP;XRP;western;Neuwied;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
146;Nordfriesland;XSL;XSL;XSL;western;Husum;2;2;2;protestant;culture_north_german;fish;no;30;5;3;yes
346;Nordsachsen;XSN;XSN;XSN;western;Torgau;2;2;2;protestant;culture_north_german;gems;no;30;5;3;yes
435;Nordwestmecklenburg;XMV;XMV;XMV;western;Wismar;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
321;NurnbergerLand;XBY;XBY;XBY;western;Lauf an der Pegnitz;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
385;Oberallgau;XBY;XBY;XBY;western;Sonthofen;2;2;2;catholic;culture_north_german;grain;no;30;5;3;yes
534;Oberhausen;XNW;XNW;XNW;western;Oberhausen;2;2;2;protestant;culture_north_german;iron;no;30;5;3;yes
452;Oberhavel;XBB;XBB;XBB;western;Oranienburg;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
454;OderSpree;XBB;XBB;XBB;western;Beeskow;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
310;StadtOldenburg;XNI;XNI;XNI;western;Oldenburg;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
311;StadtOsnabruck;XNI;XNI;XNI;western;Osnabruck;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
149;Ostholstein;XSL;XSL;XSL;western;Eutin;2;2;2;protestant;culture_north_german;fish;no;30;5;3;yes
177;Passau;XBY;XBY;XBY;western;Passau;2;2;2;catholic;culture_north_german;grain;no;30;5;3;yes
441;Potsdam;XBB;XBB;XBB;western;Potsdam;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
456;PotsdamMittelmark;XBB;XBB;XBB;western;Bad Belzig;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
141;Rastatt;XBW;XBW;XBW;western;Rastatt;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
220;Regensburg;XBY;XBY;XBY;western;Regensburg;2;2;2;catholic;culture_north_german;grain;no;30;5;3;yes
231;RheinPfalzKreis;XRP;XRP;XRP;western;Ludwigshafen am Rhein;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
306;RheingauTaunusKreis;XHE;XHE;XHE;western;Bad Schwalbach;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
416;StadtRostock;XMV;XMV;XMV;western;Rostock;2;2;2;protestant;culture_north_german;fish;no;30;5;3;yes
433;Rostock;XMV;XMV;XMV;western;Gustrow;2;2;2;protestant;culture_north_german;fish;no;30;5;3;yes
289;RotenburgWumme;XNI;XNI;XNI;western;Rotenburg (Wumme);2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
427;Saalekreis;XST;XST;XST;western;Merseburg;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
464;Saarlouis;XSL;XSL;XSL;western;Saarlouis;2;2;2;catholic;culture_north_german;iron;no;30;5;3;yes
302;SachsischeSchweizOsterzgebirge;XSN;XSN;XSN;western;Pirna;2;2;2;protestant;culture_north_german;gems;no;30;5;3;yes
428;Salzlandkreis;XST;XST;XST;western;Bernburg (Saale);2;2;2;protestant;culture_north_german;salt;no;30;5;3;yes
241;Schaumburg;XNI;XNI;XNI;western;Stadthagen;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
157;SchleswigFlensburg;XSL;XSL;XSL;western;Schleswig;2;2;2;protestant;culture_north_german;fish;no;30;5;3;yes
485;SchwabischHall;XBW;XBW;XBW;western;Schw‰bisch Hall;2;2;2;protestant;culture_north_german;wine;no;30;5;3;yes
369;SchwalmEderKreis;XHE;XHE;XHE;western;Homberg (Efze);2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
221;Schwandorf;XBY;XBY;XBY;western;Schwandorf;2;2;2;catholic;culture_north_german;grain;no;30;5;3;yes
198;SchwarzwaldBaarKreis;XBW;XBW;XBW;western;Villingen-Schwenningen;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
136;Solingen;XNW;XNW;XNW;western;Solingen;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
291;Stade;XNI;XNI;XNI;western;Stade;2;2;2;protestant;culture_north_german;fish;no;30;5;3;yes
160;Stormarn;XSL;XSL;XSL;western;Bad Oldesloe;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
459;TeltowFlaming;XBB;XBB;XBB;western;Luckenwalde;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
521;Traunstein;XBY;XBY;XBY;western;Traunstein;2;2;2;catholic;culture_north_german;salt;no;30;5;3;yes
185;TrierSaarburg;XRP;XRP;XRP;western;Trier;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
250;Tubingen;XBW;XBW;XBW;western;Tubingen;2;2;2;protestant;culture_north_german;wine;no;30;5;3;yes
383;Unterallgau;XBY;XBY;XBY;western;Mindelheim;2;2;2;catholic;culture_north_german;grain;no;30;5;3;yes
243;Vogtlandkreis;XSN;XSN;XSN;western;Plauen;2;2;2;protestant;culture_north_german;gems;no;30;5;3;yes
436;VorpommernGreifswald;XMV;XMV;XMV;western;Greifswald;2;2;2;protestant;culture_north_german;fish;no;30;5;3;yes
434;VorpommernRugen;XMV;XMV;XMV;western;Stralsund;2;2;2;protestant;culture_north_german;fish;no;30;5;3;yes
370;WaldeckFrankenberg;XHE;XHE;XHE;western;Korbach;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
206;Waldshut;XBW;XBW;XBW;western;Waldshut-Tiengen;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
403;Wartburgkreis;XTH;XTH;XTH;western;Bad Salzungen;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
523;Westerwaldkreis;XRP;XRP;XRP;western;Montabaur;2;2;2;protestant;culture_north_german;grain;no;30;5;3;yes
364;Wurzburg;XBY;XBY;XBY;western;Wurzburg;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
251;Zollernalbkreis;XBW;XBW;XBW;western;Balingen;2;2;2;catholic;culture_north_german;wine;no;30;5;3;yes
502;Ahrweiler;XRP;XRP;XRP;western;Bad Neuenahr-Ahrweiler;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
376;AichachFriedberg;XBY;XBY;XBY;western;Aichach;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
419;AltenburgerLand;XTH;XTH;XTH;western;Altenburg;1;1;1;protestant;culture_thuringian;grain;no;30;5;3;yes
504;AltenkirchenWesterwald;XRP;XRP;XRP;western;Altenkirchen (Westerwald);1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
420;AltmarkkreisSalzwedel;XST;XST;XST;western;Salzwedel;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
494;Altotting;XBY;XBY;XBY;western;Altotting;1;1;1;catholic;culture_north_german;salt;no;30;5;3;yes
223;AlzeyWorms;XRP;XRP;XRP;western;Alzey;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
205;Amberg;XBY;XBY;XBY;western;Amberg;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
216;AmbergSulzbach;XBY;XBY;XBY;western;Amberg;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
326;Ammerland;XNI;XNI;XNI;western;Westerstede;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
313;StadtAnsbach;XBY;XBY;XBY;western;Ansbach;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
351;StadtAschaffenburg;XBY;XBY;XBY;western;Aschaffenburg;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
224;BadDurkheim;XRP;XRP;XRP;western;Bad Durkheim;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
357;BadKissingen;XBY;XBY;XBY;western;Bad Kissingen;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
496;BadTolzWolfratshausen;XBY;XBY;XBY;western;Bad Tolz;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
138;BadenBaden;XBW;XBW;XBW;western;Baden-Baden;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
259;StadtBamberg;XBY;XBY;XBY;western;Bamberg;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
267;Bamberg;XBY;XBY;XBY;western;Bamberg;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
262;StadtBayreuth;XBY;XBY;XBY;western;Bayreuth;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
